Product or Part number	Frequency (MHz)	Nonvolatile memory (kByte)	RAM (kByte)	ADC type	Number of ADC channels	Number of GPIOs	UART	USB	Number of I2Cs	SPI	Number of comparator channels	Timers - 16-bit	Bootloader (BSL)	Special I/O	Operating temperature range (°C)	Price|Quantity (USD)	Package type	Pin count	Package area (mm^2)	Package size (L x W) (mm)	Features
MSP430F67461A	25.00	256.00	16.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	3.65	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6746A	25.00	256.00	16.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	3.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6747	25.00	256.00	32.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	3.65	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67471	25.00	256.00	32.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	3.45	LQFP	100	256	16 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67471A	25.00	256.00	32.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	3.65	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6747A	25.00	256.00	32.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	3.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6748	25.00	512.00	16.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	6.55	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67481	25.00	512.00	16.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	6.18	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67481A	25.00	512.00	16.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	5.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6748A	25.00	512.00	16.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	5.15	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6749	25.00	512.00	32.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	6.55	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67491	25.00	512.00	32.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	6.18	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67491A	25.00	512.00	32.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	5.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6749A	25.00	512.00	32.00	24-bit Sigma Delta	4	90	4	No	2	6	0	4	UART		-40 to 85	5.15	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67621	25.00	64.00	4.00	24-bit Sigma Delta	3	72	3	No	1	4	0	4	UART		-40 to 85	2.95	LQFP	80,100	196,256	14 x 14,16 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67621A	25.00	64.00	4.00	24-bit Sigma Delta	3	72	3	No	1	4	0	4	UART		-40 to 85	2.51	LQFP	80,100	196,256	14 x 14,16 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67641	25.00	128.00	8.00	24-bit Sigma Delta	3	72	3	No	1	4	0	4	UART		-40 to 85	2.99	LQFP	80,100	196,256	14 x 14,16 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67641A	25.00	128.00	8.00	24-bit Sigma Delta	3	72	3	No	1	4	0	4	UART		-40 to 85	2.54	LQFP	80,100	196,256	14 x 14,16 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6765	25.00	128.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	3.13	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67651	25.00	128.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	2.96	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67651A	25.00	128.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	3.13	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6765A	25.00	128.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	2.96	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6766	25.00	256.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	4.39	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67661	25.00	256.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	4.14	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67661A	25.00	256.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	3.65	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6766A	25.00	256.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	3.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6767	25.00	256.00	32.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	4.39	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67671	25.00	256.00	32.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	4.14	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67671A	25.00	256.00	32.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	3.65	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6767A	25.00	256.00	32.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	3.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6768	25.00	512.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	6.55	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67681	25.00	512.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	5.15	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67681A	25.00	512.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	5.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6768A	25.00	512.00	16.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	5.15	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6769	25.00	512.00	32.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	6.55	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67691	25.00	512.00	32.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	5.15	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67691A	25.00	512.00	32.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	5.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6769A	25.00	512.00	32.00	24-bit Sigma Delta	6	90	4	No	2	6	0	4	UART		-40 to 85	5.15	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6775	25.00	128.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	3.13	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67751	25.00	128.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	2.96	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67751A	25.00	128.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	3.47	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6775A	25.00	128.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	2.96	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6776	25.00	256.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	4.13	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67761	25.00	256.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	4.14	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67761A	25.00	256.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	3.65	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6776A	25.00	256.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	3.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6777	25.00	256.00	32.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	3.65	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67771	25.00	256.00	32.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	4.48	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67771A	25.00	256.00	32.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	3.65	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6777A	25.00	256.00	32.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	3.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6778	25.00	512.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	6.87	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67781	25.00	512.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	6.18	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67781A	25.00	512.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	5.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6778A	25.00	512.00	16.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	5.15	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6779	25.00	512.00	32.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	5.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67791	25.00	512.00	32.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	5.15	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F67791A	25.00	512.00	32.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	5.45	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430F6779A	25.00	512.00	32.00	24-bit Sigma Delta	7	90	4	No	2	6	0	4	UART		-40 to 85	5.15	LQFP	100,128	256,352	16 x 16,22 x 16	Advanced sensing,LCD,Real-time clock
MSP430FE423	8.00	8.00	0.25	16-bit Sigma Delta	3	14	1	No	0	1	0	1	UART		-40 to 85	2.15	LQFP	64	144	12 x 12	Advanced sensing,LCD
MSP430FE4232	8.00	8.00	0.25	16-bit Sigma Delta	2	14	1	No	0	1	0	1	UART		-40 to 85	2.15	LQFP	64	144	12 x 12	Advanced sensing,LCD
MSP430FE423A	8.00	8.00	0.25	16-bit Sigma Delta	3	14	1	No	0	1	0	1	UART		-40 to 85	1.93	LQFP	64	144	12 x 12	Advanced sensing,LCD
MSP430FE4242	8.00	12.00	0.50	16-bit Sigma Delta	2	14	1	No	0	1	0	1	UART		-40 to 85	3.16	LQFP	64	144	12 x 12	Advanced sensing,LCD
MSP430FE425	8.00	16.00	0.50	16-bit Sigma Delta	3	14	1	No	0	1	0	1	UART		-40 to 85	3.16	LQFP	64	144	12 x 12	Advanced sensing,LCD
MSP430FE4252	8.00	16.00	0.50	16-bit Sigma Delta	2	14	1	No	0	1	0	1	UART		-40 to 85	2.87	LQFP	64	144	12 x 12	Advanced sensing,LCD
MSP430FE425A	8.00	16.00	0.50	16-bit Sigma Delta	3	14	1	No	0	1	0	1	UART		-40 to 85	2.58	LQFP	64	144	12 x 12	Advanced sensing,LCD
MSP430FE427	8.00	32.00	1.00	16-bit Sigma Delta	3	14	1	No	0	1	0	1	UART		-40 to 85	3.26	LQFP	64	144	12 x 12	Advanced sensing,LCD
MSP430FE4272	8.00	32.00	1.00	16-bit Sigma Delta	2	14	1	No	0	1	0	1	UART		-40 to 85	2.92	LQFP	64	144	12 x 12	Advanced sensing,LCD
MSP430FE427A	8.00	32.00	1.00	16-bit Sigma Delta	3	14	1	No	0	1	0	1	UART		-40 to 85	2.94	LQFP	64	144	12 x 12	Advanced sensing,LCD
MSP430FG4250	8.00	16.00	0.25	16-bit Sigma Delta	5	32	0	No	0	0	0	1	UART		-40 to 85	2.45	SSOP,VQFN	48	49,164.358	15.88 x 10.35,7 x 7	Advanced sensing,DAC,LCD,OpAmp
MSP430FG4260	8.00	24.00	0.25	16-bit Sigma Delta	5	32	0	No	0	0	0	1	UART		-40 to 85	2.68	SSOP,VQFN	48	49,164.358	15.88 x 10.35,7 x 7	Advanced sensing,DAC,LCD,OpAmp
MSP430FG4270	8.00	32.00	0.25	16-bit Sigma Delta	5	32	0	No	0	0	0	1	UART		-40 to 85	2.68	SSOP,VQFN	48	49,164.358	15.88 x 10.35,7 x 7	Advanced sensing,DAC,LCD,OpAmp
MSP430FG437	8.00	32.00	1.00	12-bit SAR	12	48	1	No	0	1	2	2	UART		-40 to 85	4.04	LQFP,NFBGA	80,113	49,196	14 x 14,7 x 7	Advanced sensing,DAC,LCD,OpAmp
MSP430FG438	8.00	48.00	2.00	12-bit SAR	12	48	1	No	0	1	2	2	UART		-40 to 85	4.15	LQFP,NFBGA	80,113	49,196	14 x 14,7 x 7	Advanced sensing,DAC,LCD,OpAmp
MSP430FG439	8.00	60.00	2.00	12-bit SAR	12	48	1	No	0	1	2	2	UART		-40 to 85	3.54	LQFP,NFBGA	80,113	49,196	14 x 14,7 x 7	Advanced sensing,DAC,LCD,OpAmp
MSP430FG4616	8.00	92.00	4.00	12-bit SAR	12	80	1	No	1	1	2	2	UART		-40 to 85	7.79	JRBGA,LQFP,NFBGA	100,113	49,256	16 x 16,7 x 7	Advanced sensing,LCD,OpAmp,Real-time clock
MSP430FG4617	8.00	92.00	8.00	12-bit SAR	12	80	1	No	1	1	2	2	UART		-40 to 85	8.32	JRBGA,LQFP,NFBGA	100,113	49,256	16 x 16,7 x 7	Advanced sensing,LCD,OpAmp,Real-time clock
MSP430FG4618	8.00	116.00	8.00	12-bit SAR	12	80	1	No	1	1	2	2	UART		-40 to 85	8.59	JRBGA,LQFP,NFBGA	100,113	49,256	16 x 16,7 x 7	Advanced sensing,LCD,OpAmp,Real-time clock
MSP430FG4619	8.00	120.00	4.00	12-bit SAR	12	80	1	No	1	1	2	2	UART		-40 to 85	8.32	JRBGA,LQFP,NFBGA	100,113	49,256	16 x 16,7 x 7	Advanced sensing,LCD,OpAmp,Real-time clock
MSP430FG477	8.00	32.00	2.00	16-bit Sigma Delta	1	48	1	No	1	2	2	2	UART		-40 to 85	5.03	JRBGA,LQFP,NFBGA	80,113	49,196	14 x 14,7 x 7	Advanced sensing,DAC,LCD,OpAmp,Real-time clock
MSP430FG478	8.00	48.00	2.00	16-bit Sigma Delta	1	48	1	No	1	2	2	2	UART		-40 to 85	5.06	JRBGA,LQFP,NFBGA	80,113	49,196	14 x 14,7 x 7	Advanced sensing,DAC,LCD,OpAmp,Real-time clock
MSP430FG479	8.00	60.00	2.00	16-bit Sigma Delta	1	48	1	No	1	2	2	2	UART		-40 to 85	7.20	JRBGA,LQFP,NFBGA	80,113	49,196	14 x 14,7 x 7	Advanced sensing,DAC,LCD,OpAmp,Real-time clock
MSP430FG6425	20.00	64.00	10.00	16-bit Sigma Delta	10	73	2	No	2	4	12	4	UART		-40 to 85	2.44	LQFP	100	256	16 x 16	Advanced sensing,DAC,LCD,OpAmp,Real-time clock
MSP430FG6426	20.00	128.00	10.00	16-bit Sigma Delta	10	73	2	No	2	4	12	4	UART		-40 to 85	2.47	LQFP	100	256	16 x 16	Advanced sensing,DAC,LCD,OpAmp,Real-time clock
MSP430FG6625	20.00	64.00	8.00	16-bit Sigma Delta	10	73	2	Yes	2	4	12	4	USB		-40 to 85	2.59	LQFP	100	256	16 x 16	Advanced sensing,DAC,LCD,OpAmp,Real-time clock
MSP430FG6626	20.00	128.00	8.00	16-bit Sigma Delta	10	73	2	Yes	2	4	12	4	USB		-40 to 85	2.61	LQFP,NFBGA	100,113	49,256	16 x 16,7 x 7	Advanced sensing,DAC,LCD,OpAmp,Real-time clock
MSP430FR2000	16.00	0.50	0.50	Slope	0	12	1	No	0	1	4	1	UART		-40 to 85	0.28	TSSOP,VQFN	16,24	9,32	3 x 3,5 x 6.4	Real-time clock
MSP430FR2032	16.00	8.00	1.00	10-bit SAR	10	60	1	No	1	2	0	2	UART		-40 to 85	0.67	LQFP,TSSOP	48,56,64	101.25,113.4,144	12 x 12,12.5 x 8.1,14 x 8.1	IR Modulation Logic,Real-time clock
MSP430FR2033	16.00	16.00	2.00	10-bit SAR	10	60	1	No	1	2	0	2	UART		-40 to 85	0.89	LQFP,TSSOP	48,56,64	101.25,113.4,144	12 x 12,12.5 x 8.1,14 x 8.1	IR Modulation Logic,Real-time clock
MSP430FR2100	16.00	1.00	0.50	10-bit SAR	8	12	1	No	0	1	4	1	UART		-40 to 85	0.29	TSSOP,VQFN	16,24	9,32	3 x 3,5 x 6.4	Real-time clock
MSP430FR2110	16.00	2.00	1.00	10-bit SAR	8	12	1	No	0	1	4	1	UART		-40 to 85	0.31	TSSOP,VQFN	16,24	9,32	3 x 3,5 x 6.4	Real-time clock
MSP430FR2111	16.00	4.00	1.00	10-bit SAR	8	12	1	No	0	1	4	1	UART		-40 to 85	0.39	TSSOP,VQFN	16,24	9,32	3 x 3,5 x 6.4	Real-time clock
MSP430FR2153	24.00	16.00	2.00	12-bit SAR	12	44	2	No	2	4	2	4	I2C,UART		-40 to 105	0.82	LQFP,TSSOP,VQFN	32,38,40,48	16,36,62.08,81	4 x 4,6 x 6,9 x 9,9.7 x 6.4	Real-time clock
MSP430FR2155	24.00	32.00	4.00	12-bit SAR	12	44	2	No	2	4	2	4	I2C,UART		-40 to 105	1.05	LQFP,TSSOP,VQFN	32,38,40,48	16,36,62.08,81	4 x 4,6 x 6,9 x 9,9.7 x 6.4	Real-time clock
MSP430FR2310	16.00	2.00	1.00	10-bit SAR	8	16	1	No	1	2	2	2	I2C,UART		-40 to 85	0.49	TSSOP,VQFN	16,20	14,32,41.6	4 x 3.5,5 x 6.4,6.5 x 6.4	OpAmp,Real-time clock,Transimpedance amplifier
MSP430FR2311	16.00	4.00	1.00	10-bit SAR	8	16	1	No	1	2	2	2	I2C,UART		-40 to 85	0.52	TSSOP,VQFN	16,20	14,32,41.6	4 x 3.5,5 x 6.4,6.5 x 6.4	OpAmp,Real-time clock,Transimpedance amplifier
MSP430FR2353	24.00	16.00	2.00	12-bit SAR	12	44	2	No	2	4	2	4	I2C,UART		-40 to 105	1.21	LQFP,TSSOP,VQFN	32,38,40,48	16,36,62.08,81	4 x 4,6 x 6,9 x 9,9.7 x 6.4	DAC,OpAmp,PGA,Real-time clock
MSP430FR2355	24.00	32.00	4.00	12-bit SAR	12	44	2	No	2	4	2	4	I2C,UART		-40 to 105	1.30	LQFP,TSSOP,VQFN	32,38,40,48	16,36,62.08,81	4 x 4,6 x 6,9 x 9,9.7 x 6.4	DAC,OpAmp,PGA,Real-time clock
MSP430FR2422	16.00	8.00	2.00	10-bit SAR	8	15	1	No	1	2	0	2	I2C,UART		-40 to 85	0.40	TSSOP,VQFN	16,20	15.75,32	4.5 x 3.5,5 x 6.4	Real-time clock
MSP430FR2433	16.00	16.00	4.00	10-bit SAR	8	19	2	No	1	2	0	4	I2C,UART		-40 to 85	0.58	DSBGA,VQFN	24	4.84,16	2.2 x 2.2,4 x 4	Real-time clock
MSP430FR2475	16.00	32.00	6.00	12-bit SAR	12	43	2		2	4	4	5	I2C,UART		-40 to 105	0.70	LQFP,VQFN	32,40,48	25,36,81	5 x 5,6 x 6,9 x 9	Real-time clock
MSP430FR2476	16.00	64.00	8.00	12-bit SAR	12	43	2	No	2	4	4	5	I2C,UART		-40 to 105	0.94	LQFP,VQFN	32,40,48	25,36,81	5 x 5,6 x 6,9 x 9	Real-time clock
MSP430FR2512	16.00	8.00	2.00	10-bit SAR	8	15	1	No	1	2	0	2	I2C,UART	CapTIvate Touch I/O	-40 to 85	0.59	TSSOP,VQFN	16,20	15.75,32	4.5 x 3.5,5 x 6.4	Advanced sensing,Real-time clock
MSP430FR2522	16.00	8.00	2.00	10-bit SAR	8	15	1	No	1	2	0	2	I2C,UART	CapTIvate Touch I/O	-40 to 85	0.68	TSSOP,VQFN	16,20	15.75,32	4.5 x 3.5,5 x 6.4	Advanced sensing,Real-time clock
MSP430FR2532	16.00	8.00	1.00	10-bit SAR	8	15	2		1	1		4	I2C,UART	CapTIvate Touch I/O	-40 to 85	0.81	VQFN	24	16	4 x 4	Advanced sensing,Real-time clock
MSP430FR2533	16.00	16.00	2.00	10-bit SAR	8	19	2	No	1	2	0	4	I2C,UART	CapTIvate Touch I/O	-40 to 85	1.09	TSSOP,VQFN	32	25,89.1	11 x 8.1,5 x 5	Advanced sensing,Real-time clock
MSP430FR2632	16.00	8.00	2.00	10-bit SAR	8	15	2	No	1	2	0	4	I2C,UART	CapTIvate Touch I/O	-40 to 85	0.83	DSBGA,VQFN	24	4.84,16	2.2 x 2.2,4 x 4	Advanced sensing,Real-time clock
MSP430FR2633	16.00	16.00	4.00	10-bit SAR	8	19	2	No	1	2	0	4	I2C,UART	CapTIvate Touch I/O	-40 to 85	0.97	DSBGA,TSSOP,VQFN	24,32	4.84,25,89.1	11 x 8.1,2.2 x 2.2,5 x 5	Advanced sensing,Real-time clock
MSP430FR2672	16.00	8.00	2.00	12-bit SAR	8	27	2	No	2	4	4	5	I2C,UART	CapTIvate Touch I/O	-40 to 105	1.19	VQFN	32	25	5 x 5	Advanced sensing,Real-time clock
MSP430FR2673	16.00	16.00	4.00	12-bit SAR	8	27	2	No	2	4	4	5	I2C,UART	CapTIvate Touch I/O	-40 to 105	1.31	VQFN	32	25	5 x 5	Advanced sensing,Real-time clock
MSP430FR2675	16.00	32.00	6.00	12-bit SAR	12	43	2	No	2	4	4	5	I2C,UART	CapTIvate Touch I/O	-40 to 105	1.31	LQFP,VQFN	32,40,48	25,36,81	5 x 5,6 x 6,9 x 9	Advanced sensing,Real-time clock
MSP430FR2676	16.00	64.00	8.00	12-bit SAR	12	43	2	No	2	4	4	5	I2C,UART	CapTIvate Touch I/O	-40 to 105	1.48	LQFP,VQFN	32,40,48	25,36,81	5 x 5,6 x 6,9 x 9	Advanced sensing,Real-time clock
MSP430FR4131	16.00	4.00	0.50	10-bit SAR	10	60	1	No	1	2	0	2	UART		-40 to 85	0.54	LQFP,TSSOP	48,56,64	101.25,113.4,144	12 x 12,12.5 x 8.1,14 x 8.1	IR Modulation Logic,LCD,Real-time clock
MSP430FR4132	16.00	8.00	1.00	10-bit SAR	10	60	1	No	1	2	0	2	UART		-40 to 85	0.75	LQFP,TSSOP	48,56,64	101.25,113.4,144	12 x 12,12.5 x 8.1,14 x 8.1	IR Modulation Logic,LCD,Real-time clock
MSP430FR4133	16.00	16.00	2.00	10-bit SAR	10	60	1	No	1	2	0	2	UART		-40 to 85	0.88	LQFP,TSSOP	48,56,64	101.25,113.4,144	12 x 12,12.5 x 8.1,14 x 8.1	IR Modulation Logic,LCD,Real-time clock
MSP430FR5041	16.00	32.00	12.00	12-bit SAR	8	44	4		2	6	12	6	UART		-40 to 85	2.50	LQFP,VQFN	64	81,144	12 x 12,9 x 9	Advanced sensing,DMA,Direct drive,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock,Ultrasonic sensing AFE
MSP430FR5043	16.00	64.00	12.00	12-bit SAR	8	44	4		2	6	12	6	UART		-40 to 85	2.07	LQFP,VQFN	64	81,144	12 x 12,9 x 9	Advanced sensing,DMA,Direct drive,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock,Ultrasonic sensing AFE
MSP430FR50431	16.00	64.00	12.00	12-bit SAR	8	44	4		2	6	12	6	I2C		-40 to 85	2.50	LQFP,VQFN	64	81,144	12 x 12,9 x 9	Advanced sensing,DMA,Direct drive,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock,Ultrasonic sensing AFE
MSP430FR5720	8.00	4.00	1.00	10-bit SAR	8	21	1	No	1	2	12	3	UART		-40 to 85	0.97	TSSOP,VQFN	24,28	16,62.08	4 x 4,9.7 x 6.4	DMA,Real-time clock
MSP430FR5721	8.00	4.00	1.00	10-bit SAR	12	32	2	No	1	3	16	5	UART		-40 to 85	1.06	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR5722	8.00	8.00	1.00	Slope	0	21	1	No	1	2	12	3	UART		-40 to 85	1.26	TSSOP,VQFN	24,28	16,62.08	4 x 4,9.7 x 6.4	DMA,Real-time clock
MSP430FR5723	8.00	8.00	1.00	Slope	0	32	2	No	1	3	16	5	UART		-40 to 85	1.13	VQFN	40	36	6 x 6	DMA,Real-time clock
MSP430FR5724	8.00	8.00	1.00	10-bit SAR	8	21	1	No	1	2	12	3	UART		-40 to 85	1.06	TSSOP,VQFN	24,28	16,62.08	4 x 4,9.7 x 6.4	DMA,Real-time clock
MSP430FR5725	8.00	8.00	1.00	10-bit SAR	12	32	2	No	1	3	16	5	UART		-40 to 85	1.20	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR5726	8.00	16.00	1.00	Slope	0	21	1	No	1	2	12	3	UART		-40 to 85	1.32	TSSOP,VQFN	24,28	16,62.08	4 x 4,9.7 x 6.4	DMA,Real-time clock
